,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
728,"[0.8802000284194946, 0.08940005302429199, -0.24279999732971191]",0.8802000284194946,0.08940005302429199,-0.24279999732971191,[-0.1215362548828125],[-0.0197296142578125],[6.0474395751953125],[-3.37371826171875],[34.592559814453125],1
729,"[0.8774000406265259, 0.009400010108947754, -0.2734000086784363]",0.8774000406265259,0.009400010108947754,-0.2734000086784363,[-0.10821533203125],[-0.00640869140625],[6.1309814453125],[3.47442626953125],[34.74310302734375],1
730,"[0.8894000053405762, 0.10000002384185791, -0.1826000213623047]",0.8894000053405762,0.10000002384185791,-0.1826000213623047,[-0.1579742431640625],[-0.0252227783203125],[6.19354248046875],[-2.43988037109375],[33.960052490234375],1
731,"[0.8658000230789185, 0.0822000503540039, -0.2802000045776367]",0.8658000230789185,0.0822000503540039,-0.2802000045776367,[-0.0671539306640625],[0.0043487548828125],[6.1367034912109375],[-3.14178466796875],[34.72772216796875],1
732,"[0.8954000473022461, 0.003600001335144043, -0.12639999389648438]",0.8954000473022461,0.003600001335144043,-0.12639999389648438,[-0.1080780029296875],[-0.00311279296875],[7.6324462890625],[0.86212158203125],[34.59869384765625],2
733,"[0.8689999580383301, 0.05340003967285156, -0.28519999980926514]",0.8689999580383301,0.05340003967285156,-0.28519999980926514,[0.0988311767578125],[-0.00201416015625],[6.0352325439453125],[1.66778564453125],[34.011810302734375],1
734,"[0.8999999761581421, 0.03620004653930664, -0.15479999780654907]",0.8999999761581421,0.03620004653930664,-0.15479999780654907,[-0.19647216796875],[-0.0168914794921875],[7.444000244140625],[-0.76141357421875],[34.604827880859375],2
735,"[0.9246000051498413, 0.014600038528442383, -0.0626000165939331]",0.9246000051498413,0.014600038528442383,-0.0626000165939331,[-0.2729644775390625],[0.051177978515625],[7.2711944580078125],[2.32086181640625],[34.537322998046875],2
736,"[0.9068000316619873, -0.0045999884605407715, -0.1313999891281128]",0.9068000316619873,-0.0045999884605407715,-0.1313999891281128,[-0.5485382080078125],[0.0060882568359375],[7.5168609619140625],[1.56097412109375],[34.586395263671875],2
737,"[0.8697999715805054, 0.07140004634857178, -0.24379998445510864]",0.8697999715805054,0.07140004634857178,-0.24379998445510864,[0.1243743896484375],[-0.0054473876953125],[6.4239501953125],[-4.42657470703125],[33.767120361328125],1
738,"[0.8625999689102173, 0.08539998531341553, -0.28200000524520874]",0.8625999689102173,0.08539998531341553,-0.28200000524520874,[0.0626678466796875],[-0.008331298828125],[5.9543609619140625],[-2.14996337890625],[34.289337158203125],1
739,"[0.8818000555038452, 0.029199957847595215, -0.1794000267982483]",0.8818000555038452,0.029199957847595215,-0.1794000267982483,[0.1449737548828125],[0.0298919677734375],[6.7691802978515625],[3.924560546875],[34.589508056640625],2
740,"[0.9026000499725342, -0.000599980354309082, -0.1809999942779541]",0.9026000499725342,-0.000599980354309082,-0.1809999942779541,[-0.6359710693359375],[0.0054473876953125],[7.2231292724609375],[5.40313720703125],[34.568023681640625],2
741,"[0.9032000303268433, -0.009000003337860107, -0.16540002822875977]",0.9032000303268433,-0.009000003337860107,-0.16540002822875977,[-0.1830596923828125],[0.0233001708984375],[7.0049285888671875],[-2.64739990234375],[34.540374755859375],2
742,"[0.8761999607086182, 0.000599980354309082, -0.2581999897956848]",0.8761999607086182,0.000599980354309082,-0.2581999897956848,[-0.1216278076171875],[0.0123138427734375],[6.0924530029296875],[-10.211181640625],[34.67852783203125],1
743,"[0.8938000202178955, 0.011999964714050293, -0.19859999418258667]",0.8938000202178955,0.011999964714050293,-0.19859999418258667,[1.4619598388671875],[0.0098419189453125],[6.8996429443359375],[-0.48065185546875],[34.592559814453125],2
744,"[0.888200044631958, 0.07179999351501465, -0.1714000105857849]",0.888200044631958,0.07179999351501465,-0.1714000105857849,[0.2183074951171875],[0.00457763671875],[5.9783935546875],[0.11749267578125],[34.295501708984375],1
745,"[0.867400050163269, 0.07899999618530273, -0.2781999707221985]",0.867400050163269,0.07899999618530273,-0.2781999707221985,[0.0504913330078125],[0.0048065185546875],[5.9642791748046875],[3.45458984375],[34.304656982421875],1
746,"[0.9146000146865845, 0.001799941062927246, -0.15939998626708984]",0.9146000146865845,0.001799941062927246,-0.15939998626708984,[-0.1920318603515625],[0.0002288818359375],[7.0034027099609375],[1.19476318359375],[34.52197265625],2
747,"[0.9242000579833984, -0.045400023460388184, -0.15380001068115234]",0.9242000579833984,-0.045400023460388184,-0.15380001068115234,[-0.0279693603515625],[-0.0379486083984375],[6.9080352783203125],[3.00445556640625],[34.594085693359375],2
748,"[0.8669999837875366, 0.08140003681182861, -0.2946000099182129]",0.8669999837875366,0.08140003681182861,-0.2946000099182129,[0.0732879638671875],[-0.0074615478515625],[6.1054229736328125],[-1.01165771484375],[34.687744140625],1
749,"[0.8985999822616577, 0.010200023651123047, -0.18839997053146362]",0.8985999822616577,0.010200023651123047,-0.18839997053146362,[-0.07598876953125],[0.0003204345703125],[7.1826934814453125],[-0.77056884765625],[34.46221923828125],2
750,"[0.8969999551773071, 0.03620004653930664, -0.2149999737739563]",0.8969999551773071,0.03620004653930664,-0.2149999737739563,[0.1397552490234375],[-0.025177001953125],[6.336212158203125],[1.141357421875],[33.893157958984375],1
751,"[0.8949999809265137, 0.07019996643066406, -0.1794000267982483]",0.8949999809265137,0.07019996643066406,-0.1794000267982483,[-0.0503082275390625],[-0.0004119873046875],[5.9757232666015625],[1.97296142578125],[34.3291015625],1
752,"[0.888200044631958, 0.026000022888183594, -0.22600001096725464]",0.888200044631958,0.026000022888183594,-0.22600001096725464,[-0.03533935546875],[-0.0005035400390625],[6.11114501953125],[-2.37884521484375],[34.67547607421875],1
753,"[0.9049999713897705, 0.01100003719329834, -0.1876000165939331]",0.9049999713897705,0.01100003719329834,-0.1876000165939331,[-0.0879364013671875],[-0.0105743408203125],[6.5704345703125],[-5.40618896484375],[34.57720947265625],2
754,"[0.8935999870300293, 0.023800015449523926, -0.18900001049041748]",0.8935999870300293,0.023800015449523926,-0.18900001049041748,[0.100067138671875],[-0.0005950927734375],[6.9118499755859375],[-3.40728759765625],[34.535797119140625],2
755,"[0.8414000272750854, -0.014599978923797607, -0.39340001344680786]",0.8414000272750854,-0.014599978923797607,-0.39340001344680786,[-0.0758514404296875],[-0.00714111328125],[6.1367034912109375],[-0.57220458984375],[34.749237060546875],1
756,"[0.8985999822616577, 0.001000046730041504, -0.24720001220703125]",0.8985999822616577,0.001000046730041504,-0.24720001220703125,[-0.0991973876953125],[-4.57763671875e-05],[6.8973541259765625],[-1.10931396484375],[34.57415771484375],2
757,"[0.8711999654769897, 0.034600019454956055, -0.2821999788284302]",0.8711999654769897,0.034600019454956055,-0.2821999788284302,[0.1515655517578125],[0.0107574462890625],[6.0550689697265625],[-1.85394287109375],[34.030059814453125],1
758,"[0.8985999822616577, 0.0055999755859375, -0.13260000944137573]",0.8985999822616577,0.0055999755859375,-0.13260000944137573,[0.1166839599609375],[-0.0041656494140625],[7.24334716796875],[1.2359619140625],[34.55267333984375],2
759,"[0.9021999835968018, 0.02540004253387451, -0.2117999792098999]",0.9021999835968018,0.02540004253387451,-0.2117999792098999,[0.056396484375],[-0.0108489990234375],[7.29827880859375],[-3.66058349609375],[34.581817626953125],2
760,"[0.8799999952316284, 0.10319995880126953, -0.19179999828338623]",0.8799999952316284,0.10319995880126953,-0.19179999828338623,[-0.0111236572265625],[-0.0165252685546875],[6.180572509765625],[-2.88543701171875],[33.9737548828125],1
761,"[0.8769999742507935, 0.040400028228759766, -0.2549999952316284]",0.8769999742507935,0.040400028228759766,-0.2549999952316284,[-0.11041259765625],[-0.0030670166015625],[6.4907073974609375],[2.703857421875],[34.589508056640625],2
762,"[0.9046000242233276, 0.012599945068359375, -0.16200000047683716]",0.9046000242233276,0.012599945068359375,-0.16200000047683716,[0.14776611328125],[-0.00421142578125],[7.282257080078125],[-0.48370361328125],[34.494415283203125],2
763,"[0.8813999891281128, 0.02799999713897705, -0.24980002641677856]",0.8813999891281128,0.02799999713897705,-0.24980002641677856,[0.118377685546875],[-0.0070953369140625],[6.5280914306640625],[2.72369384765625],[33.711029052734375],1
764,"[0.9082000255584717, -0.0073999762535095215, -0.14160001277923584]",0.9082000255584717,-0.0073999762535095215,-0.14160001277923584,[0.0612030029296875],[-0.00750732421875],[7.2109222412109375],[-2.0355224609375],[34.5465087890625],2
765,"[0.860200047492981, 0.09039998054504395, -0.2802000045776367]",0.860200047492981,0.09039998054504395,-0.2802000045776367,[0.0500335693359375],[0.00567626953125],[5.9673309326171875],[-0.88043212890625],[34.306182861328125],1
766,"[0.8611999750137329, 0.008800029754638672, -0.20880001783370972]",0.8611999750137329,0.008800029754638672,-0.20880001783370972,[-0.0025634765625],[0.0165252685546875],[6.6982269287109375],[1.41448974609375],[34.592559814453125],2
767,"[0.885200023651123, 0.02499997615814209, -0.23079997301101685]",0.885200023651123,0.02499997615814209,-0.23079997301101685,[-0.183929443359375],[-0.0152435302734375],[6.1305999755859375],[-1.38397216796875],[34.670867919921875],1
768,"[0.8818000555038452, 0.06500005722045898, -0.2361999750137329]",0.8818000555038452,0.06500005722045898,-0.2361999750137329,[-0.1692352294921875],[-0.00054931640625],[6.002044677734375],[-4.33502197265625],[34.14739990234375],1
769,"[0.910599946975708, -0.008599996566772461, -0.24500000476837158]",0.910599946975708,-0.008599996566772461,-0.24500000476837158,[-0.1631011962890625],[-0.0080108642578125],[6.4624786376953125],[-5.25054931640625],[34.558807373046875],2
770,"[0.8509999513626099, 0.03880000114440918, -0.30980002880096436]",0.8509999513626099,0.03880000114440918,-0.30980002880096436,[-0.0268707275390625],[-0.0188140869140625],[6.0253143310546875],[-0.60882568359375],[34.0711669921875],1
771,"[0.9118000268936157, 0.01100003719329834, -0.16979998350143433]",0.9118000268936157,0.01100003719329834,-0.16979998350143433,[0.0911407470703125],[-0.0095672607421875],[7.3139190673828125],[-4.1015625],[34.60638427734375],2
772,"[0.8818000555038452, 0.07620000839233398, -0.2401999831199646]",0.8818000555038452,0.07620000839233398,-0.2401999831199646,[0.0974578857421875],[-0.008331298828125],[6.0161590576171875],[1.287841796875],[34.445404052734375],1
773,"[0.8854000568389893, -0.005800008773803711, -0.2459999918937683]",0.8854000568389893,-0.005800008773803711,-0.2459999918937683,[-0.6435699462890625],[0.0070953369140625],[6.8973541259765625],[2.13775634765625],[34.497467041015625],2
774,"[0.8702000379562378, 0.006800055503845215, -0.20459997653961182]",0.8702000379562378,0.006800055503845215,-0.20459997653961182,[0.0356597900390625],[-0.02069091796875],[6.56890869140625],[1.30462646484375],[34.604827880859375],2
775,"[0.8877999782562256, 0.04460000991821289, -0.21380001306533813]",0.8877999782562256,0.04460000991821289,-0.21380001306533813,[-0.0935211181640625],[-0.005767822265625],[6.0428619384765625],[1.80511474609375],[34.482147216796875],1
776,"[0.8717999458312988, 0.09080004692077637, -0.22539997100830078]",0.8717999458312988,0.09080004692077637,-0.22539997100830078,[-0.1761932373046875],[-0.0059967041015625],[6.0230255126953125],[2.5543212890625],[34.46990966796875],1
777,"[0.8802000284194946, 0.02180004119873047, -0.2337999939918518]",0.8802000284194946,0.02180004119873047,-0.2337999939918518,[-0.04046630859375],[-0.01043701171875],[6.00433349609375],[0.04425048828125],[34.095550537109375],1
778,"[0.8755999803543091, 0.054200053215026855, -0.24059998989105225]",0.8755999803543091,0.054200053215026855,-0.24059998989105225,[-0.065277099609375],[0.01336669921875],[5.9032440185546875],[1.63116455078125],[34.217559814453125],1
779,"[0.914199948310852, 0.02499997615814209, -0.17500001192092896]",0.914199948310852,0.02499997615814209,-0.17500001192092896,[-0.1861724853515625],[0.0070037841796875],[6.7569732666015625],[-3.51409912109375],[34.60638427734375],2
780,"[0.8941999673843384, 0.012199997901916504, -0.20579999685287476]",0.8941999673843384,0.012199997901916504,-0.20579999685287476,[-0.03369140625],[-0.0146942138671875],[6.0749053955078125],[1.97601318359375],[34.669342041015625],1
781,"[0.9974000453948975, 0.039800047874450684, -0.1656000018119812]",0.9974000453948975,0.039800047874450684,-0.1656000018119812,[0.1668548583984375],[0.01116943359375],[6.7592620849609375],[-2.35748291015625],[34.60943603515625],2
782,"[0.8858000040054321, 0.056599974632263184, -0.3022000193595886]",0.8858000040054321,0.056599974632263184,-0.3022000193595886,[-0.1018524169921875],[-0.0007781982421875],[6.4868927001953125],[2.40020751953125],[34.571075439453125],2
783,"[0.906000018119812, 0.01100003719329834, -0.18580001592636108]",0.906000018119812,0.01100003719329834,-0.18580001592636108,[0.06170654296874999],[0.007049560546875],[7.4951171875],[-1.78680419921875],[34.568023681640625],2
784,"[0.910599946975708, 0.06019997596740723, -0.1937999725341797]",0.910599946975708,0.06019997596740723,-0.1937999725341797,[1.4807281494140625],[-0.0391387939453125],[6.8145751953125],[0.09918212890625],[34.58026123046875],2
785,"[0.8666000366210938, 0.01660001277923584, -0.3059999942779541]",0.8666000366210938,0.01660001277923584,-0.3059999942779541,[-0.0512237548828125],[-0.0135040283203125],[6.1557769775390625],[0.31585693359375],[34.72772216796875],1
786,"[0.8866000175476074, 0.03659999370574951, -0.2247999906539917]",0.8866000175476074,0.03659999370574951,-0.2247999906539917,[-0.0648651123046875],[-0.0176239013671875],[6.009674072265625],[-2.325439453125],[34.43621826171875],1
787,"[0.8839999437332153, 0.07920002937316895, -0.23820000886917114]",0.8839999437332153,0.07920002937316895,-0.23820000886917114,[0.0682525634765625],[0.0010528564453125],[6.01959228515625],[2.75421142578125],[34.40557861328125],1
788,"[0.8761999607086182, 0.011399984359741211, -0.18919998407363892]",0.8761999607086182,0.011399984359741211,-0.18919998407363892,[-0.07489013671875],[0.0143280029296875],[6.0466766357421875],[-0.37994384765625],[34.482147216796875],1
789,"[0.8660000562667847, 0.08299994468688965, -0.2728000283241272]",0.8660000562667847,0.08299994468688965,-0.2728000283241272,[-0.2235260009765625],[0.0104827880859375],[6.11724853515625],[-2.60162353515625],[34.71234130859375],1
790,"[0.9814000129699707, 0.037799954414367676, -0.21820002794265747]",0.9814000129699707,0.037799954414367676,-0.21820002794265747,[0.0263214111328125],[0.0025634765625],[6.4723968505859375],[-0.26092529296875],[34.534271240234375],2
791,"[0.8941999673843384, -0.01380002498626709, -0.18699997663497925]",0.8941999673843384,-0.01380002498626709,-0.18699997663497925,[0.0543365478515625],[-0.0073699951171875],[6.7813873291015625],[0.55999755859375],[34.604827880859375],2
792,"[0.8954000473022461, 0.02180004119873047, -0.20420002937316895]",0.8954000473022461,0.02180004119873047,-0.20420002937316895,[0.0562591552734375],[-0.00238037109375],[7.1559906005859375],[-2.30560302734375],[34.525054931640625],2
793,"[0.8949999809265137, 0.08080005645751953, -0.16860002279281616]",0.8949999809265137,0.08080005645751953,-0.16860002279281616,[-0.0246734619140625],[-0.0048065185546875],[5.9780120849609375],[-1.727294921875],[34.322998046875],1
794,"[0.8746000528335571, 0.03540003299713135, -0.3105999827384949]",0.8746000528335571,0.03540003299713135,-0.3105999827384949,[-0.109588623046875],[0.0029754638671875],[6.0146331787109375],[3.35540771484375],[34.075775146484375],1
795,"[0.9057999849319458, -0.046999990940093994, -0.17580002546310425]",0.9057999849319458,-0.046999990940093994,-0.17580002546310425,[-0.1122894287109375],[-0.011810302734375],[6.7256927490234375],[-4.644775390625],[34.592559814453125],2
796,"[0.8969999551773071, 0.015200018882751465, -0.2125999927520752]",0.8969999551773071,0.015200018882751465,-0.2125999927520752,[0.17156982421875],[-0.00091552734375],[6.0565948486328125],[0.52337646484375],[34.67547607421875],1
797,"[0.9057999849319458, 0.009999990463256836, -0.17500001192092896]",0.9057999849319458,0.009999990463256836,-0.17500001192092896,[-0.083038330078125],[0.0021514892578125],[7.382965087890625],[-2.056884765625],[34.65087890625],2
